"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1E_School.closing","C1E_Flag","C1NV_School.closing","C1NV_Flag","C1V_School.closing","C1V_Flag","C1M_School.closing","C1M_Flag","C1_Notes","C2E_Workplace.closing","C2E_Flag","C2NV_Workplace.closing","C2NV_Flag","C2V_Workplace.closing","C2V_Flag","C2M_Workplace.closing","C2M_Flag","C2_Notes","C3E_Cancel.public.events","C3E_Flag","C3NV_Cancel.public.events","C3NV_Flag","C3V_Cancel.public.events","C3V_Flag","C3M_Cancel.public.events","C3M_Flag","C3_Notes","C4E_Restrictions.on.gatherings","C4E_Flag","C4NV_Restrictions.on.gatherings","C4NV_Flag","C4V_Restrictions.on.gatherings","C4V_Flag","C4M_Restrictions.on.gatherings","C4M_Flag","C4_Notes","C5E_Close.public.transport","C5E_Flag","C5NV_Close.public.transport","C5NV_Flag","C5V_Close.public.transport","C5V_Flag","C5M_Close.public.transport","C5M_Flag","C5_Notes","C6E_Stay.at.home.requirements","C6E_Flag","C6NV_Stay.at.home.requirements","C6NV_Flag","C6V_Stay.at.home.requirements","C6V_Flag","C6M_Stay.at.home.requirements","C6M_Flag","C6_Notes","C7E_Restrictions.on.internal.movement","C7E_Flag","C7NV_Restrictions.on.internal.movement","C7NV_Flag","C7V_Restrictions.on.internal.movement","C7V_Flag","C7M_Restrictions.on.internal.movement","C7M_Flag","C7_Notes","C8E_International.travel.controls","C8NV_International.travel.controls","C8V_International.travel.controls","C8EV_International.travel.controls","C8_Notes","E1E_Income.support","E1E_Flag","E1_Notes","E2E_Debt.contract.relief","E2_Notes","E3E_Fiscal.measures","E3_Notes","E4E_International.support","E4_Notes","H1E_Public.information.campaigns","H1E_Flag","H1_Notes","H2E_Testing.policy","H2_Notes","H3E_Contact.tracing","H3_Notes","H4E_Emergency.investment.in.healthcare","H4_Notes","H5E_Investment.in.vaccines","H5_Notes","H6E_Facial.Coverings","H6E_Flag","H6NV_Facial.Coverings","H6NV_Flag","H6V_Facial.Coverings","H6V_Flag","H6M_Facial.Coverings","H6M_Flag","H6_Notes","H7E_Vaccination.policy","H7E_Flag","H7_Notes","H8E_Protection.of.elderly.people","H8E_Flag","H8NV_Protection.of.elderly.people","H8NV_Flag","H8V_Protection.of.elderly.people","H8V_Flag","H8M_Protection.of.elderly.people","H8M_Flag","H8_Notes","M1E_Wildcard","M1_Notes","V1_Vaccine.Prioritisation..summary.","V1_Notes","V2A_Vaccine.Availability..summary.","V2_Notes","V2B_Vaccine.age.eligibility.availability.age.floor..general.population.summary.","V2C_Vaccine.age.eligibility.availability.age.floor..at.risk.summary.","V2D_Medically..clinically.vulnerable..Non.elderly.","V2E_Education","V2F_Frontline.workers...non.healthcare.","V2G_Frontline.workers...healthcare.","V3_Vaccine.Financial.Support..summary.","V3_Notes","V4_Mandatory.Vaccination..summary.","V4_Notes","ConfirmedCases","ConfirmedDeaths","PopulationVaccinated","StringencyIndex_NonVaccinated","StringencyIndex_NonVaccinated_ForDisplay","StringencyIndex_Vaccinated","StringencyIndex_Vaccinated_ForDisplay","StringencyIndex_SimpleAverage","StringencyIndex_SimpleAverage_ForDisplay","StringencyIndex_WeightedAverage","StringencyIndex_WeightedAverage_ForDisplay","GovernmentResponseIndex_NonVaccinated","GovernmentResponseIndex_NonVaccinated_ForDisplay","GovernmentResponseIndex_Vaccinated","GovernmentResponseIndex_Vaccinated_ForDisplay","GovernmentResponseIndex_SimpleAverage","GovernmentResponseIndex_SimpleAverage_ForDisplay","GovernmentResponseIndex_WeightedAverage","GovernmentResponseIndex_WeightedAverage_ForDisplay","ContainmentHealthIndex_NonVaccinated","ContainmentHealthIndex_NonVaccinated_ForDisplay","ContainmentHealthIndex_Vaccinated","ContainmentHealthIndex_Vaccinated_ForDisplay","ContainmentHealthIndex_SimpleAverage","ContainmentHealthIndex_SimpleAverage_ForDisplay","ContainmentHealthIndex_WeightedAverage","ContainmentHealthIndex_WeightedAverage_ForDisplay","EconomicSupportIndex","EconomicSupportIndex_ForDisplay"
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200507,3,1,NA,NA,NA,NA,3,1,"",3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",173322,27075,0,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200508,3,1,NA,NA,NA,NA,3,1,"",3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",175944,27573,0,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200509,3,1,NA,NA,NA,NA,3,1,"",3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",0,NA,NA,0,"9 May  'UK airlines say they have been told the government will bring in a 14-day quarantine for anyone arriving in the UK from any country apart from the Republic of Ireland in response to the coronavirus pandemic.'  Due to begin at the end of May (no official announcement yet, and not clear what is due to happen for other arrivals (Eurostar/ ferry).    https://web.archive.org/web/20200509161824/https://www.bbc.co.uk/news/business-52594023  ",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",177741,27799,0,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200510,3,1,NA,NA,NA,NA,3,1,"",3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",179754,27989,0,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200511,3,1,NA,NA,NA,NA,3,1,"",3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",182842,28163,0,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,68.75,68.75,68.75,68.75,68.75,68.75,68.75,68.75,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200512,3,1,NA,NA,NA,NA,3,1,"",3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"The public will be advised to wear face coverings in crowded places and wash their clothes regularly, as the government imposes “smarter controls” to limit the spread the coronavirus. The public will be advised to wear face coverings in crowded places and wash their clothes regularly, as the government imposes “smarter controls” to limit the spread the coronavirus.    https://web.archive.org/web/20210202131715/https://www.theguardian.com/world/2020/may/11/public-advised-wear-face-masks-coronavirus-lockdown-easing-plan-for-england",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",185782,28702,0,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,70.31,70.31,70.31,70.31,70.31,70.31,70.31,70.31,66.07,66.07,66.07,66.07,66.07,66.07,66.07,66.07,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200513,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"13 May    Garden centres can reopen as of 13 May https://web.archive.org/web/20200824162253/https://www.gov.uk/government/news/garden-centres-reopen-in-england  While the UK government has issued a plan to reopen the economy, a number of businesses are stilled barred from reopening (see law from March 22nd/April 21st/latest amendment in sources here): restaurants and cafes (other than for takeaway), pubs, cinemas, theatres and nightclubs, clothing and electronics stores; hair, beauty and nail salons; and outdoor and indoor markets (not selling food), libraries, community centres, and youth centres, indoor and outdoor leisure facilities such as bowling alleys, gyms, arcades and soft play facilities, some communal places within parks, such as playgrounds and outdoor gyms  places of worship (except for funerals), hotels, hostels, bed and breakfasts, campsites, caravan parks, and boarding houses for commercial/leisure use (excluding use by those who live in them permanently, those who are unable to return home and critical workers where they need to for work);     Public Health England Source:   https://web.archive.org/web/20200514201610/http://www.legislation.gov.uk/uksi/2020/500/pdfs/uksi_20200500_en.pdf    UK Government website source: https://web.archive.org/web/20200514201522/https://www.gov.uk/government/publications/staying-alert-and-safe-social-distancing/staying-alert-and-safe-social-distancing",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"13 May  Moves from mandate to recommendation:    “I don’t have to stay at home anymore? You should stay at home as much as possible. The reasons you may leave home include: for work, where you cannot work from home, going to shops that are permitted to be open - to get things like food and medicine, to exercise or spend time outdoors, any medical need, including to donate blood, avoid injury or illness, escape risk of harm, or to provide care or to help a vulnerable person”    Government source: https://web.archive.org/web/20200513021129/https://www.gov.uk/government/publications/coronavirus-outbreak-faqs-what-you-can-and-cant-do/coronavirus-outbreak-faqs-what-you-can-and-cant-do",0,NA,NA,NA,NA,NA,0,NA,"13 May  In England lockdown measures are eased, so people 'can travel to outdoor open space irrespective of distance'.    UK Government source: https://web.archive.org/web/20200513143206/https://www.gov.uk/government/publications/coronavirus-outbreak-faqs-what-you-can-and-cant-do/coronavirus-outbreak-faqs-what-you-can-and-cant-do ",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",188681,29064,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,54.17,54.17,54.17,54.17,54.17,54.17,54.17,54.17,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200514,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",190903,29367,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,54.17,54.17,54.17,54.17,54.17,54.17,54.17,54.17,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200515,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",193048,29647,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,54.17,54.17,54.17,54.17,54.17,54.17,54.17,54.17,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200516,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",194829,29995,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,54.17,54.17,54.17,54.17,54.17,54.17,54.17,54.17,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200517,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",1,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",196422,30038,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,59.9,59.9,59.9,59.9,59.9,59.9,59.9,59.9,54.17,54.17,54.17,54.17,54.17,54.17,54.17,54.17,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200518,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"18 May    'Everyone in England, Scotland, Wales and Northern Ireland with coronavirus (COVID-19) symptoms can now get a test.'    Government Source: https://web.archive.org/web/20200621175239/https://www.gov.uk/government/news/everyone-in-the-united-kingdom-with-symptoms-now-eligible-for-coronavirus-tests ",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",198648,30172,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200519,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",201250,30619,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200520,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",NA,"20 May    'The UK will invest up to £20 million in the African Union’s new ‘African Union Covid19 Response Fund’ to tackle coronavirus and save lives.' 'This makes the UK the largest national donor to the fund.' 'The announcement follows calls between Minister for Africa James Duddridge, AU Commissioner for Trade and Industry Albert Muchanga and AU Commissioner for Social Affairs Amira El-Fadil in which they discussed the risks Africa faces from the pandemic and how the UK is working with partners on the continent to tackle these shared global issues.'     Recorded but note this is *up to*.     £20m= 24502053.594 USD    Government source: https://web.archive.org/web/20200527085151/https://www.gov.uk/government/news/uk-to-work-with-african-union-to-slow-spread-of-coronavirus-in-africa      https://www.x-rates.com/historical/?from=GBP&amount=20000000%20&date=2020-05-20",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",203609,30878,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200521,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"21 May  Thermal imaging screening is trialled at Heathrow Airport, but no evidence that this is part of a national government mandated policy, so not coded as such.    Heathrow media centre source:https://web.archive.org/web/20200713134211/https://mediacentre.heathrow.com/pressrelease/details/81/Corporate-operational-24/12312",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",205886,31098,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200522,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",365208152.86,"'Local authorities will be central to supporting the new test and trace service across England, with the government providing a new funding package of £300 million.    Each local authority will be given funding to develop tailored outbreak control plans, working with local NHS and other stakeholders.    Work on the plans will start immediately. Their plans will focus on identifying and containing potential outbreaks in places such as workplaces, housing complexes, care homes and schools.'     £300m= 365208152.859 USD    https://www.x-rates.com/historical/?from=GBP&amount=300000000&date=2020-05-22    Source: https://web.archive.org/web/20200603204926/https://www.gov.uk/government/news/300-million-additional-funding-for-local-authorities-to-support-new-test-and-trace-service",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",207684,31355,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200523,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",208993,31552,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200524,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",210199,31914,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200525,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",211588,32000,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200526,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",213049,32105,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200527,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",214665,32501,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
"United Kingdom","GBR","England","UK_ENG","STATE_TOTAL",20200528,3,1,NA,NA,NA,NA,3,1,"",2,1,NA,NA,NA,NA,2,1,"",2,1,NA,NA,NA,NA,2,1,"",4,1,NA,NA,NA,NA,4,1,"",1,1,NA,NA,NA,NA,1,1,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,NA,NA,NA,NA,0,NA,"",0,NA,NA,0,"",2,1,"",2,"",0,"",0,"",2,1,"",2,"",1,"NHS Introduces Test and Trace Scheme on 28 May. Insufficient evidence to code this as comprehensive.    Media source: https://web.archive.org/web/20200818162758/https://www.bbc.co.uk/newsround/52830119",0,"",0,"",1,1,NA,NA,NA,NA,1,1,"",0,NA,"",3,1,NA,NA,NA,NA,3,1,"",NA,"",0,"",0,"","","",NA,NA,NA,NA,0,"",0,"",216240,32816,0,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.98,61.98,61.98,61.98,61.98,61.98,61.98,61.98,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55,100,100
